"name","asset_tag","serial_number","location.city","location","u_building","u_room","u_floor","po_number","u_scheduled_retirement","u_last_rounded_date","u_device_rounding","u_department_location","location.u_deskside_assignment_group"
"LD063864","HSS-1043219","2MMY4X3","Salt Spring Island","VIHA-LMH-Lady Minto Hospital-Lionel Beach Annex-1st Floor","Annex Building","15","1","REQ1008034-RITM1060422-SCTASK1699747","08/31/2027","01/23/2026","General Rounding","Community Health Services","NTT-Deskside Services-Cowichan-Remote"
"LD064115","HSS-1043780","68YF5X3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","266 (W115) Angela Eykelbosh","2","REQ1058885-RITM1114210-SCTASK1785606","10/31/2027","04/11/2025","General Rounding","Cowichan Valley Admin","NTT-Deskside Services-Cowichan-Local"
"LD064137","HSS-1043789","GZXN5X3","Duncan","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","WFH - Denise Paul","1","REQ1061711-RITM1117158-SCTASK1788430","10/31/2027","09/19/2023","Excluded","Talent Aquis and Retn Adm","NTT-Deskside Services-Cowichan-Local"
"LD064169","HSS-1043845","6H1PGY3","Salt Spring Island","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","WFH","1","REQ1073954-RITM1130110-SCTASK1802155","10/31/2027","","Excluded","","NTT-Deskside Services-Cowichan-Remote"
"LD064238","HSS-1044010","6KJRDY3","Lake Cowichan","VIHA-LCHU-Lake Cowichan Health Unit-Main Building-1st Floor","Main Building","Reception","1","REQ1082551-RITM1139224-SCTASK1824615","10/31/2027","03/06/2026","General Rounding","Public Health","NTT-Deskside Services-Cowichan-Local"
"LD064289","HSS-1044115","CLWZFY3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3036 (Floor 3 Dayroom)","3","REQ1096439-RITM1154099-SCTASK1857111","11/30/2027","03/19/2026","General Rounding","Medical","NTT-Deskside Services-Cowichan-Staffed"
"LD064318","HSS-1044162","G2CHDY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","125 (W28)","1","REQ1104586-RITM1162525-SCTASK1859880","11/30/2027","03/06/2026","General Rounding","General Housing SI","NTT-Deskside Services-Cowichan-Local"
"LD064332","HSS-8097708","PF5WQHW0","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","125","1","ISLHTRP20260223-074","","03/03/2026","General Rounding","CHCP - Cowichan Health & Care Plan","NTT-Deskside Services-Cowichan-Local"
"LD064333","HSS-1044155","2RKZFY3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G027 (Hospital at Home)","G","REQ1107299-RITM1165348-SCTASK1862798","11/30/2027","04/17/2026","General Rounding","Hospital At Home","NTT-Deskside Services-Cowichan-Staffed"
"LD064334","HSS-1044156","GX4YFY3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G027 (Hospital At Home)","G","REQ1107321-RITM1165371-SCTASK1862799","11/30/2027","04/17/2026","General Rounding","Hospital At Home","NTT-Deskside Services-Cowichan-Staffed"
"LD064404","HSS-1044250","4Y1KDY3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G027 (Hospital at Home)","G","REQ1107286-RITM1165335-SCTASK1873748","11/30/2027","04/17/2026","General Rounding","Hospital At Home","NTT-Deskside Services-Cowichan-Staffed"
"LD065047","HSS-8021221","20K1FB3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1018 (Health Records)","1","VIHATRP20210503-025","10/31/2025","01/02/2026","General Rounding","Health Records","NTT-Deskside Services-Cowichan-Staffed"
"LD065050","HSS-8096176","JKYQ774","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","219","2","ISLHTRP20251013-009","11/30/2029","01/23/2026","General Rounding","Executive","NTT-Deskside Services-Cowichan-Local"
"LD065098","HSS-8096648","PF5S1MY9","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","WFH - Home Office (VPN)","1","ISLHTRP20251201-007","01/31/2030","12/16/2025","Excluded","Work From Home","NTT-Deskside Services-Cowichan-Staffed"
"LD065100","HSS-8021912","66KZ9C3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4026 (Social Work)","4","VIHATRP20210607-007","10/31/2025","04/14/2026","General Rounding","Social Work","NTT-Deskside Services-Cowichan-Staffed"
"LD065103","HSS-8096664","PF5RJM69","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","WFH - Home Office (VPN)","1","ISLHTRP20251201-023","01/31/2030","12/16/2025","Excluded","Work From Home","NTT-Deskside Services-Cowichan-Staffed"
"LD065113","HSS-8096189","PF586H3M","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-Basement 1","Main Building","NOT FOUND","G","ISLHTRP20251013-022","09/30/2029","03/03/2026","General Rounding","Teleconference Room","NTT-Deskside Services-Cowichan-Local"
"LD065133","HSS-8096179","88ZP774","Duncan","VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor","Main Building","22","1","ISLHTRP20251013-012","11/30/2029","03/26/2026","General Rounding","Breast Health","NTT-Deskside Services-Cowichan-Local"
"LD065140","HSS-8097178","PF5WPJGE","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","NOT FOUND","2","ISLHTRP20260119-017","03/31/2030","","General Rounding","FMO","NTT-Deskside Services-Cowichan-Local"
"LD065166","HSS-8023221","H55H593","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","WFH - Home Office (VPN)","1","VIHATRP20210726-014","03/31/2026","02/25/2024","Excluded","Work From Home","NTT-Deskside Services-Cowichan-Staffed"
"LD065172","HSS-8023586","5SK78C3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G102 (Manager Office)","G","VIHATRP20210816-059","11/30/2025","01/09/2026","General Rounding","Pharmacy","NTT-Deskside Services-Cowichan-Staffed"
"LD065179","HSS-8097170","PF5XA3W8","Duncan","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","421 (Nursing Station #1)","1","ISLHTRP20260119-009","02/28/2030","03/26/2026","General Rounding","MSHU Senior's","NTT-Deskside Services-Cowichan-Local"
"LD065254","HSS-8077143","60PY4X3","Duncan","VIHA-DSS-Duncan Station Street-Main Building-2nd Floor","Main Building","Office 2","2","VIHATRP20230724-093","08/31/2027","03/26/2026","General Rounding","Geriatric Specialty Services","NTT-Deskside Services-Cowichan-Local"
"LD065272","HSS-8026065","42437G3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Front)","G","VIHATRP20220103-047","05/31/2026","02/20/2026","General Rounding","Pharmacy","NTT-Deskside Services-Cowichan-Staffed"
"LD065277","HSS-8097183","PF5WQ96G","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1018 (Back Area)","1","ISLHTRP20260119-022","02/28/2030","02/27/2026","General Rounding","Medical Records","NTT-Deskside Services-Cowichan-Staffed"
"LD065288","HSS-8097175","PF5X9MFD","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","C231","1","ISLHTRP20260119-014","03/31/2030","","General Rounding","Desk Side Spare (FHA Provided)","NTT-Deskside Services-Cowichan-Local"
"LD065510","HSS-8065504","2NP4NN3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","Main Building","3N (Nurse Station)","3","VIHATRP20220808-194","12/31/2026","03/18/2026","General Rounding","Medical / Surgical Care","NTT-Deskside Services-Cowichan-Staffed"
"LD065511","HSS-8065507","94Q1NN3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4029 (Protection Services Office)","4","VIHATRP20220808-196","12/31/2026","04/14/2026","General Rounding","Protection Services","NTT-Deskside Services-Cowichan-Staffed"
"LD065512","HSS-8065521","28W4NN3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Manager Office)","G","VIHATRP20220808-210","12/31/2026","04/17/2026","General Rounding","Pharmacy","NTT-Deskside Services-Cowichan-Staffed"
"LD065513","HSS-8065658","41CJLN3","Duncan","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","Reception","1","VIHATRP20220815-127","12/31/2026","02/12/2026","General Rounding","Reception","NTT-Deskside Services-Cowichan-Local"
"LD065514","HSS-8065666","5K7LLN3","Duncan","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","D Wing","D091 (Teresa 'Lori' Richter)","1","VIHATRP20220815-135","12/31/2026","01/27/2026","General Rounding","Lab - Point of Care","NTT-Deskside Services-Cowichan-Local"
"LD065614","HSS-8076402","DMTY4X3","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","115 (Child Youth & Family Services)","1","VIHATRP20230717-013","08/31/2027","04/10/2026","General Rounding","Child Youth & Family Services","NTT-Deskside Services-Cowichan-Local"
"LD065738TRP","HSS-8098308","PF61YP0H","Salt Spring Island","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","","","","ISLHTRP20260406-024","","","General Rounding","","NTT-Deskside Services-Cowichan-Remote"
"LD065864","HSS-8077155","7MTY4X3","Duncan","VIHA-DCDF-Duncan Community Dialysis Facility-Main Building-1st Floor","Main Building","108 (CN)","1","VIHATRP20230807-006","09/30/2027","03/13/2026","General Rounding","Dialysis","NTT-Deskside Services-Cowichan-Local"
"LD065898","HSS-8077199","JPTY4X3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","101 (#6 Charge Cabinet)","1","VIHATRP20230807-051","09/30/2027","03/06/2026","General Rounding","CHS - Community Health Services","NTT-Deskside Services-Cowichan-Local"
"LD065901","HSS-8077202","C87Y4X3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","120 (W95)","1","VIHATRP20230807-054","09/30/2027","03/06/2026","General Rounding","Case Management","NTT-Deskside Services-Cowichan-Local"
"LD065905","HSS-8078869","J2FHCY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","101 (#4 Charge Cabinet)","1","VIHATRP20231003-005","11/30/2027","03/06/2026","General Rounding","CHS (Reception)","NTT-Deskside Services-Cowichan-Local"
"LD065911","HSS-8077204","10WX4X3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","101 (#7??? Charge Cabinet)","1","VIHATRP20230807-056","09/30/2027","03/06/2026","General Rounding","CHS - Community Health Services","NTT-Deskside Services-Cowichan-Local"
"LD065916","HSS-8076464","BCHZ4X3","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","120 (Desk 4)","1","VIHATRP20230717-077","08/31/2027","04/10/2026","General Rounding","Home Care Nursing Ladysmith","NTT-Deskside Services-Cowichan-Local"
"LD065921","HSS-8080339","GXKQ8Y3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101","G","VIHATRP20231113-043","12/31/2027","04/17/2026","General Rounding","Pharmacy","NTT-Deskside Services-Cowichan-Staffed"
"LD065926","HSS-8076468","BR5Z4X3","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","120 (Desk 5)","1","VIHATRP20230717-081","08/31/2027","04/09/2026","General Rounding","Home Care Nursing Ladysmith","NTT-Deskside Services-Cowichan-Local"
"LD065935","HSS-8076477","5H0Z4X3","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","121 (Desk 2)","1","VIHATRP20230717-090","09/30/2027","04/10/2026","General Rounding","Case Managers Ladysmith","NTT-Deskside Services-Cowichan-Local"
"LD065942","HSS-8078911","93WP8Y3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","251 (W105) Reception","2","VIHATRP20231003-046","11/30/2027","01/23/2026","General Rounding","Environmental Public Health Admin","NTT-Deskside Services-Cowichan-Local"
"LD065944","HSS-8078884","4FFPGY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","254 (W111)","2","VIHATRP20231003-020","11/30/2027","01/23/2026","General Rounding","Environmental Public Health","NTT-Deskside Services-Cowichan-Local"
"LD065945","HSS-8076481","12WZ4X3","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","WFH - Faye Hjort","1","VIHATRP20230717-094","09/30/2027","10/24/2023","Excluded","Cowichan HS Overnight Team","NTT-Deskside Services-Cowichan-Local"
"LD065948","HSS-8078920","BXXQ8Y3","Duncan","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","C421 - Care station 1","1","VIHATRP20231003-055","11/30/2027","03/26/2026","General Rounding","Cowichan Lodge Seniors TMH","NTT-Deskside Services-Cowichan-Local"
"LD066012","HSS-8077205","9YKZ4X3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W55)","1","VIHATRP20230807-057","09/30/2027","04/09/2026","General Rounding","Home Care Nursing (East HCN 1)","NTT-Deskside Services-Cowichan-Local"
"LD066014","HSS-8078875","HDFPGY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W67)","1","VIHATRP20231003-011","11/30/2027","04/09/2026","General Rounding","Home Care Nursing (HCN Float 3)","NTT-Deskside Services-Cowichan-Local"
"LD066019","HSS-8080367","3TMRGY3","Duncan","VIHA-DSS-Duncan Station Street-Main Building-2nd Floor","Main Building","Office 3","2","VIHATRP20231113-071","12/31/2027","03/26/2026","General Rounding","Geriatric Specialty Services","NTT-Deskside Services-Cowichan-Local"
"LD066021","HSS-8078906","9MLHCY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","117 (W77)","1","VIHATRP20231003-041","11/30/2027","04/09/2026","General Rounding","HC Admin Duncan","NTT-Deskside Services-Cowichan-Local"
"LD066024","HSS-8078880","4H0SGY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","115 (W52) Education Desk","1","VIHATRP20231003-016","11/30/2027","04/09/2026","General Rounding","HC Admin Duncan","NTT-Deskside Services-Cowichan-Local"
"LD066029","HSS-8078882","B6YQ8Y3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","117 (W78) Jennifer Brown","1","VIHATRP20231003-018","11/30/2027","04/09/2026","General Rounding","HC Admin Duncan","NTT-Deskside Services-Cowichan-Local"
"LD066045","HSS-8078077","1R5Q5X3","Chemainus","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","M03 (Harbourside Conference Room)","1","VIHATRP20230904-012","10/31/2027","04/15/2026","General Rounding","Long Term Care","NTT-Deskside Services-Cowichan-Local"
"LD066112","HSS-8076399","C3ZY4X3","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","124 (Home & Community Care)","1","VIHATRP20230717-010","08/31/2027","04/09/2026","General Rounding","Occupational Therapy","NTT-Deskside Services-Cowichan-Local"
"LD066121","HSS-8080366","JGXDFY3","Duncan","VIHA-DSS-Duncan Station Street-Main Building-2nd Floor","Main Building","Office 2","2","VIHATRP20231113-070","12/31/2027","03/26/2026","General Rounding","Geriatrics Specialty Services","NTT-Deskside Services-Cowichan-Local"
"LD066133","HSS-8078876","DTDQ8Y3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","116 (W63)","1","VIHATRP20231003-012","11/30/2027","04/09/2026","General Rounding","Home Care Nursing (South HCN 1)","NTT-Deskside Services-Cowichan-Local"
"LD066135","HSS-8076473","1NNX4X3","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","120 (Desk 3)","1","VIHATRP20230717-086","08/31/2027","04/10/2026","General Rounding","Home Care Nursing Ladysmith","NTT-Deskside Services-Cowichan-Local"
"LD066142","HSS-8080369","64WQ8Y3","Duncan","VIHA-DGSHC-Duncan Government Street Health Centre-Main Building-1st Floor","Main Building","04 (Nicole Watters)","1","VIHATRP20231113-073","12/31/2027","03/26/2026","General Rounding","Diabetes & Geriatrics Clinic","NTT-Deskside Services-Cowichan-Local"
"LD066207","HSS-8077152","D5WX4X3","Duncan","VIHA-CLRC-Cowichan Lodge-Main Building-1st Floor","Main Building","421 (Nursing Station #1)","1","VIHATRP20230807-003","09/30/2027","03/26/2026","General Rounding","MHSU Senior's","NTT-Deskside Services-Cowichan-Local"
"LD066288","HSS-8078874","F3MPGY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","101 (W42)","1","VIHATRP20231003-010","11/30/2027","04/09/2026","General Rounding","CHS - Community Health Services","NTT-Deskside Services-Cowichan-Local"
"LD066289","HSS-8078879","B4LQ8Y3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","101 (W41)","1","VIHATRP20231003-015","11/30/2027","04/09/2026","General Rounding","CHS - Community Health Services","NTT-Deskside Services-Cowichan-Local"
"LD066331","HSS-8082578","4L3C9W3","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","?? Not Found - Janet Preston","1","VIHATRP20240122-032","02/29/2028","05/21/2024","General Rounding","CHS - Community Health Services","NTT-Deskside Services-Cowichan-Local"
"LD066341","HSS-8078867","6M1Q8Y3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","106","1","VIHATRP20231003-003","11/30/2027","03/06/2026","General Rounding","CHS - Community Health Services","NTT-Deskside Services-Cowichan-Local"
"LD066342","HSS-8078870","BBJGCY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","117 (W70)","1","VIHATRP20231003-006","11/30/2027","04/09/2026","General Rounding","HC Admin Duncan","NTT-Deskside Services-Cowichan-Local"
"LD066343","HSS-8078898","5WLHCY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","119 (W88)","1","VIHATRP20231003-033","11/30/2027","03/06/2026","General Rounding","Cowichan Health & Care Plan","NTT-Deskside Services-Cowichan-Local"
"LD066344","HSS-8078871","DFDQ8Y3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","132 (W9) - Breakout Room","1","VIHATRP20231003-007","11/30/2027","03/06/2026","General Rounding","HC Admin Duncan","NTT-Deskside Services-Cowichan-Local"
"LD066345","HSS-8078873","7VVP8Y3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","120 (W94)","1","VIHATRP20231003-009","11/30/2027","03/06/2026","General Rounding","Case Management","NTT-Deskside Services-Cowichan-Local"
"LD066346","HSS-8078877","9FXDFY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","115 (W49)","1","VIHATRP20231003-013","11/30/2027","04/09/2026","General Rounding","HC Admin Duncan","NTT-Deskside Services-Cowichan-Local"
"LD066347","HSS-8078902","BQ9JCY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","136 (W3)","1","VIHATRP20231003-037","11/30/2027","03/06/2026","General Rounding","Cowichan Valley HS Admin","NTT-Deskside Services-Cowichan-Local"
"LD066348","HSS-8078878","84FHCY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","115 (W51)","1","VIHATRP20231003-014","11/30/2027","04/09/2026","General Rounding","HC Admin Duncan","NTT-Deskside Services-Cowichan-Local"
"LD066373","HSS-8078881","77YQ8Y3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","101 (#5 Charge Cabinet)","1","VIHATRP20231003-017","11/30/2027","03/06/2026","General Rounding","CHS (Reception)","NTT-Deskside Services-Cowichan-Local"
"LD066376","HSS-8080372","76GRGY3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","118 (W83)","1","VIHATRP20231113-076","12/31/2027","04/09/2026","General Rounding","Admin Support","NTT-Deskside Services-Cowichan-Local"
"LD066397","HSS-8082577","JZP99W3","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","111 (Seniors Outreach Team)","1","VIHATRP20240122-031","02/29/2028","04/10/2026","General Rounding","Community Health Services","NTT-Deskside Services-Cowichan-Local"
"LD066421","HSS-8079185","HW80GY3","Salt Spring Island","VIHA-SSMHSU-Salt Spring Mental Health Substance Use Services-Main Building-1st Floor","Lancer Building","201 - (in storage)","2","VIHATRP20231009-099","11/30/2027","03/19/2026","General Rounding","Mental Health & Substance Abuse","NTT-Deskside Services-Cowichan-Remote"
"LD066438","HSS-8080321","DWMRGY3","Chemainus","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","M16 (Manager)","1","VIHATRP20231113-025","12/31/2027","04/15/2026","General Rounding","Medical Records","NTT-Deskside Services-Cowichan-Local"
"LD066456","HSS-8081909","5XK5SV3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Main Building","G101 (Pharmacy - Front)-G027","G","VIHATRP20231127-119","01/31/2028","04/17/2026","General Rounding","Pharmacy","NTT-Deskside Services-Cowichan-Staffed"
"LD066471","HSS-8083149","8RL1SV3","Duncan","VIHA-MMHU-Margaret Moss Building-Main Building-1st Floor","Main Building","13 (.Lisa Horvath - Admin Lead)","1","VIHATRP20240205-048","03/31/2028","03/26/2026","General Rounding","Public Health","NTT-Deskside Services-Cowichan-Local"
"LD066480","HSS-8081962","44Q5SV3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-1st Floor","Main Building","129 (Cabinet in Hall - HSS 2)","1","VIHATRP20231225-046","01/31/2028","03/06/2026","General Rounding","Cowichan Home Support","NTT-Deskside Services-Cowichan-Local"
"LD066535","HSS-8083111","27M0GY3","Duncan","VIHA-DMHC-Duncan Mental Health Centre-Main Building-1st Floor","Main Building","16","1","VIHATRP20240205-011","02/29/2028","03/20/2026","General Rounding","ACSS","NTT-Deskside Services-Cowichan-Local"
"LD066543","HSS-8082923","B2J99W3","Duncan","VIHA-CUPCC-Cowichan Urgent Primary Care Centre-Main Building-2nd Floor","Main Building","226 (Manager's Office)","2","VIHATRP20240129-115","02/29/2028","03/03/2026","General Rounding","Cowichan UPCC","NTT-Deskside Services-Cowichan-Local"
"LD066544","HSS-8082922","5R889W3","Chemainus","VIHA-CHCC-Chemainus Health Care Centre-Main Building-1st Floor","Main Building","Reception (Main Office)","1","VIHATRP20240129-114","02/29/2028","04/15/2026","General Rounding","Long Term Care","NTT-Deskside Services-Cowichan-Local"
"LD066607","HSS-8084210","G0479W3","Duncan","VIHA-CDH-Cowichan District Hospital","Main Building","CDH - IMIT Loaner (Latitude 7440)","4","VIHATRP20240318-116","04/30/2028","03/20/2024","Excluded","IM/IT","NTT-Deskside Services-Cowichan-Staffed"
"LD066610","HSS-8084211","1K3YCW3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Trailer","Trailer 1 (Admin Office)","G","VIHATRP20240325-088","04/30/2028","03/10/2026","General Rounding","Administration","NTT-Deskside Services-Cowichan-Staffed"
"LD066611","HSS-8084114","1BYXCW3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1","Trailer","? Trailer 2 (Admin Office)","G","VIHATRP20240325-087","04/30/2028","01/16/2026","General Rounding","Administration","NTT-Deskside Services-Cowichan-Staffed"
"LD066673","HSS-8089645","4HFJVW3","Mayne Island","VIHA-MIHU-Mayne Island Health Unit-Main Building-1st Floor","Main Building","Mayne Island Health unit","1","VIHATRP20240909-015","10/31/2028","","General Rounding","COVID Saanich Gulf Islds Admin","NTT-Deskside Services-Cowichan-Remote"
"LD066855","HSS-8096188","PF58620R","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","Family Practice - Erin room","1","ISLHTRP20251013-021","09/30/2029","","General Rounding","Chemainus LTC","NTT-Deskside Services-Cowichan-Local"
"LD067020","HSS-1044900","82SQSV3","Duncan","VIHA-DNDR-Duncan Norcross & Drinkwater Road-Main Building-2nd Floor","Main Building","268 (W116) Jennifer Sirup","2","REQ1160362-RITM1221820-SCTASK1972550","01/31/2028","06/18/2025","General Rounding","Cowichan Valley Admin","NTT-Deskside Services-Cowichan-Local"
"LD067467","HSS-1045444","FN3C9W3","Salt Spring Island","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","106 (Clinical Nurse Lead)","1","REQ1229686-RITM1295566-SCTASK2075379","03/31/2028","03/19/2026","General Rounding","Administration","NTT-Deskside Services-Cowichan-Remote"
"LD067531","HSS-1045569","3NL69W3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","Work From Home","1","REQ1226498-RITM1292185-SCTASK2090243","03/31/2028","","Excluded","","NTT-Deskside Services-Cowichan-Staffed"
"LD067609","HSS-1046043","80QPCW3","Salt Spring Island","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","Main Building","WFH - Heather","1","REQ1266793-RITM1335540-SCTASK2137196","04/30/2028","04/23/2024","Excluded","Medical Records","NTT-Deskside Services-Cowichan-Remote"
"LD067610","HSS-1046046","GW1QCW3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-4th Floor","Main Building","4002 (Pulmonary Function Lab)","4","REQ1257624-RITM1325613-SCTASK2137205","04/30/2028","04/14/2026","General Rounding","Respiratory Therapy","NTT-Deskside Services-Cowichan-Staffed"
"LD067787","HSS-1046742","4NFQCW3","Duncan","VIHA-DWRC-Duncan Wellness and Recovery Centre-Main Building-1st Floor","Main Building","310 (Outreach Team)","3","REQ1310785-RITM1382352-SCTASK2229358","06/30/2028","03/30/2026","General Rounding","SUIT - Substance Use Integrated Team","NTT-Deskside Services-Cowichan-Local"
"LD067788","HSS-1046740","HQFQCW3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","1107","1","REQ1316704-RITM1388589-SCTASK2229359","06/30/2028","03/24/2026","General Rounding","Medical Imaging","NTT-Deskside Services-Cowichan-Staffed"
"LD067789","HSS-1046743","JXKVCW3","Duncan","VIHA-DWH-Duncan Waldon House-Main Building-1st Floor","Main Building","Office","1 (spare)","REQ1302353-RITM1373365-SCTASK2229360","06/30/2028","03/13/2026","General Rounding","Activities","NTT-Deskside Services-Cowichan-Local"
"LD067794","HSS-1046726","7TFQCW3","Ladysmith","VIHA-LCHC-Ladysmith Community Health Centre-Main Building-1st Floor","Main Building","119 (Home & Community Care)","1","REQ1320191-RITM1392347-SCTASK2235194","06/30/2028","04/10/2026","General Rounding","Home & Community Care","NTT-Deskside Services-Cowichan-Local"
"LD068111","HSS-1047227","HNC4SV3","Duncan","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Main Building","NOT FOUND (1017 (OR Purchasing Office))","1","REQ1373996-RITM1449252-SCTASK2330638","09/30/2028","02/13/2026","General Rounding","MDRD","NTT-Deskside Services-Cowichan-Staffed"
