"name","asset_tag","serial_number","location","location.city","u_building","u_room","u_floor","po_number","u_scheduled_retirement","operational_status","u_last_rounded_date","comments","u_location_comments","u_device_rounding","u_department_location","location.u_deskside_assignment_group","u_category","model_id","short_description"
"PC026328","HSS-8059176","7QX4VH3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2602  - Doctor Residence - Restricted Access","2","VIHATRP20220613-032","10/31/2026","Operational","12/24/2024","","","General Rounding","Central Medical Staff/UBC Facilities","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OPTIPLEX 7090 MICRO V1",""
"PC026329","HSS-8072889","1YP3KQ3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2603  - Doctor Residence - Restricted Access","2","VIHATRP20230313-015","05/31/2027","Operational","12/24/2024","","","General Rounding","Central Medical Staff/UBC Facilities","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"PC026330","HSS-8064839","5MR4XP3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2604 - Doctor Residence - Restricted Access","2","VIHATRP20220711-040","11/30/2026","Operational","12/24/2024","","","General Rounding","Central Medical Staff/UBC Facilities","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"PC026331","HSS-8072890","6VL3KQ3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2606 - Doctor Residence - Restricted Access","2","VIHATRP20230313-016","05/31/2027","Operational","12/24/2024","","","General Rounding","Central Medical Staff/UBC Facilities","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"PC024165","HSS-8091381","HRMQK44","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2607 - Doctor Residence - Restricted Access","2nd Floor","VIHATRP20241125-035","01/31/2029","Operational","","","","General Rounding","Home and Community Care CR","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
"AO800069","HSS-1037436","C22305M129","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2608 - Clinical Skills","2","Lease Information Extract - HPFS Tangent","09/30/2025","Operational","09/23/2025","","","Mobile Cart","Computer Training","NTT-Deskside Services-CampbellRiver-Staffed","All-in-One","Tangent Medix T22B AiO 3517U",""
"PC025645","HSS-8092384","G3BCQ54","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2700 Hallway - CR2043.2","2","VIHATRP20250303-005","02/28/2029","Operational","08/17/2026","","","General Rounding","OR","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
"PC025642","HSS-8093005","JJFCQ54","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2700 Hallway CR2043.2","2","ISLHTRP20250414-008","03/31/2029","Operational","08/17/2026","","","General Rounding","OR","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
"AO800104","HSS-8096978","C25318M265","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2700 Hallway CR2043.2","2","ISLHTRP20260105-033","01/31/2030","Operational","08/17/2026","","","Mobile Cart","OR","NTT-Deskside Services-CampbellRiver-Staffed","All-in-One","TANGENT MEDIX 22B V20",""
"PC025643","HSS-8093004","75RCQ54","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2700 Hallway CR2043.2","2","ISLHTRP20250414-007","03/31/2029","Operational","08/17/2026","","","General Rounding","OR","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
"PC025644","HSS-8074738","D001KQ3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2700 Hallway CR2043.2","2","VIHATRP20230529-028","06/30/2027","Operational","08/17/2026","","","General Rounding","Operating Room","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"AO400585","HSS-1042124","C22305M252","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2700 OR Raceway","2","Lease Information Extract - HPFS Tangent","09/30/2025","Operational","09/09/2025","ATTACHED TO CART C003011","","Mobile Cart","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","All-in-One","Tangent MEDIX 22B V6",""
"PC024168","HSS-8068909","1KNQ0M3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2701 - OR #1","2","VIHATRP20221121-036","01/31/2027","Operational","08/17/2026","","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell PRECISION 5820 TOWER V2",""
"WT_63CAGYYD5J2  C003182","C003182","63CAGYYD5J2","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2701 OR #1","2","","","Operational","09/16/2025","847BEBEDA55D","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Thin Client","DELL WYSE 5060 THIN CLIENT","Dell Wyse 5060 Thin Client WirelessOR Ze"
"PC024167","HSS-8098658","MZ03G4WN","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2701 OR #1","2","ISLHTRP20260518-075","06/30/2030","Operational","08/17/2026","","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","LENOVO M90q Gen 5 Desktop 512HD",""
"PC024171LEG","HSS-8059188","2V05VH3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2701 OR#1","2","VIHATRP20220613-044","10/31/2026","Operational","08/17/2026","","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OPTIPLEX 7090 MICRO V1",""
"PC024171","HSS-8100312","MZ03FPXN","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2701 OR#4","2nd","ISLHTRP20260824-091","","Operational","","","","General Rounding","Operating Room","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","LENOVO THINKCENTRE M90Q GEN6",""
"WT_63CA237V5J2","C002428","237V5J2","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2702","2","","","Operational","11/07/2024","847BEBF1E78ECRG - ZEUS  OR  cart managed","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Thin Client","DELL WYSE 5060 THIN CLIENT","Dell Wyse 5060 Thin Client Wireless"
"PC025692","HSS-8090760","5PX4L44","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2702  OR #2","2nd Floor","VIHATRP20241028-020","12/31/2028","Operational","08/25/2025","","","General Rounding","CRG Perioperative Intervention","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
"PC025736","HSS-8068908","4KNQ0M3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2702 - OR #2","2","VIHATRP20221121-035","01/31/2027","Operational","09/23/2025","","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell PRECISION 5820 TOWER V2",""
"104986","104986","63CAHHS85J2","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2702 OR #2","2","","","Operational","11/07/2024","","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Thin Client","DELL 0H0C1T","Dell Wireless Thin Client?"
"WT_63CAGZHD5J2","C003181","GZHD5J2","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2702 OR #2","2","","","Operational","08/17/2026","847BEBEDA555","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Thin Client","DELL WYSE 5060 THIN CLIENT","Dell Wyse 5060 Thin Client WirelessOR Ze"
"PC025693","HSS-8059168","HVL4VH3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2703  OR #3","2","VIHATRP20220613-024","12/31/2026","Operational","11/07/2024","","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OPTIPLEX 7090 MICRO V1",""
"PC025737","HSS-8068904","2KNQ0M3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2703 - OR #3","2","VIHATRP20221121-031","01/31/2027","Operational","11/07/2024","","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell PRECISION 5820 TOWER V2",""
"PC024170","HSS-8068906","HJNQ0M3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2704 - OR #4","2","VIHATRP20221121-033","01/31/2027","Operational","08/17/2026","","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell PRECISION 5820 TOWER V2",""
"PC026308","HSS-8091511","2QJQK44","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2704 OR #4","2","VIHATRP20241202-035","01/31/2029","Operational","08/17/2026","Please NOTE that the following software applications are incompatible with the Cerner 724 Downtime application:
-Downtime Patient Index (DTPI)
-Dragon Medical One Extensions (DMO)
-Imprivata OneSign Software/Card Reader (Tap In/Out)
-Inteleviewer (Medical Imaging)

If the software is requested to be installed, the Incident or Request should be assigned to the ""VIHA-Client Experience"" assignment group so the request can be evaluated.","CR 0601 - CRG - CR2704 OR #4","Critical Clinical","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
"AO800100","HSS-8096396","C25207M230","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2800","2","ISLHTRP20251103-013","09/30/2029","Operational","","","","Mobile Cart","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","All-in-One","TANGENT MEDIX 22B V20",""
"AO400590","HSS-8095997","C25122M030","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2800","2nd Floor","ISLHTRP20250929-027","05/31/2029","Operational","","","","Mobile Cart","Critical Care and Emergency","NTT-Deskside Services-CampbellRiver-Staffed","All-in-One","TANGENT MEDIX 22B V20",""
"AO800085","HSS-8096142","C25123M166","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2800 SDC","2nd Floor","ISLHTRP100625-020","09/30/2029","Operational","","","","Mobile Cart","3C Surgical","NTT-Deskside Services-CampbellRiver-Staffed","All-in-One","TANGENT MEDIX 22B V20",""
"AO800110","HSS-8096399","C25207M223","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2800 SDC - Hallway","2","ISLHTRP20251103-016","09/30/2029","Operational","","","","Mobile Cart","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","All-in-One","TANGENT MEDIX 22B V20",""
"AO800113","HSS-8096398","C25207M221","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2800 Surgical Daycare (Hallway)","2","ISLHTRP20251103-015","09/30/2029","Operational","","","","Mobile Cart","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","All-in-One","TANGENT MEDIX 22B V20",""
"PC025690","HSS-8098652","MZ03G4WW","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2808","2nd","ISLHTRP20260518-069","06/30/2030","Operational","","","","General Rounding","Surgical Daycare","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","LENOVO M90q Gen 5 Desktop 512HD",""
"LD104105","HSS-1092831","3KHWVH3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2808","2","REQ1551302-RITM1636771-SCTASK2630513","12/31/2028","Operational","","Deployed 27Nov2024 RITM1636771","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","Dell LATITUDE 7450 V4",""
"PC024046","HSS-8087505","75S0724","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2808 SDC","2","VIHATRP20240610-067","07/31/2028","Operational","07/08/2025","","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"LD064916","HSS-1044724","5C91SV3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2820","2","REQ1144981-RITM1205522-SCTASK1941530","12/31/2027","Operational","12/24/2024","","Shared laptop in OR Control","General Rounding","OR","NTT-Deskside Services-CampbellRiver-Staffed","Laptop","DELL LATITUDE 7440 V2",""
"LD037878","HSS-8099486","SD006DMJ","VIHA-CRHCC-Campbell River Home & Community Care-Main Building-1st Floor","Campbell River","Main Building","CR2820","1","ISLHTRP20260706-093","07/31/2030","Operational","","","","General Rounding","Operating Room 2nd Floor","NTT-Deskside Services-CampbellRiver-Local","Laptop","LENOVO THINKPAD T14 GEN6 NT FPR 2x1",""
"PC025695","HSS-8085621","2ZL4X04","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2820  OR Control Room","2","VIHATRP20240415-084","05/31/2028","Operational","06/01/2026","","","General Rounding","OR","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC025694","HSS-8090761","4MX4L44","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2820  OR Control Room  CRG_CRITICAL","2nd Floor","VIHATRP20241028-021","12/31/2028","Operational","06/01/2026","Please NOTE that the following software applications are incompatible with the Cerner 724 Downtime application:
-Downtime Patient Index (DTPI)
-Dragon Medical One Extensions (DMO)
-Imprivata OneSign Software/Card Reader (Tap In/Out)
-Inteleviewer (Medical Imaging)

If the software is requested to be installed, the Incident or Request should be assigned to the ""VIHA-Client Experience"" assignment group so the request can be evaluated.","","Critical Clinical","OR","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
"C003159","C003159","63CAGZBF5J2","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2820 - OR Control Rm Whiteboard","2","","","Operational","06/01/2026","847BEBEDA538 - CRORCCM","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Thin Client","DELL 0H0C1T","Dell Wyse 5060 Thin Client Wireless"
"PC024177","HSS-8074892","6201KQ3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2820 - OR Control Room ?CRG_CRITICAL","2","VIHATRP20230605-025","06/30/2027","Operational","06/01/2026","Please NOTE that the following software applications are incompatible with the Cerner 724 Downtime application:
-Downtime Patient Index (DTPI)
-Dragon Medical One Extensions (DMO)
-Imprivata OneSign Software/Card Reader (Tap In/Out)
-Inteleviewer (Medical Imaging)

If the software is requested to be installed, the Incident or Request should be assigned to the ""VIHA-Client Experience"" assignment group so the request can be evaluated.","","Critical Clinical","OR","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"WT_63CAGZHF5J2","C003160","GZHF5J2","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2825 SDC WHITEBOARD","2","","09/30/2022","Operational","09/05/2025","847BEBEDA4F8 - CRSDCCCM1","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Thin Client","DELL WYSE 5060 THIN CLIENT","Dell Wyse 5060 Thin Client Wireless"
"PC024178","HSS-8099497","MZ03FQ9G","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2826 CRG724 CRG_Critical SDC","","ISLHTRP20260706-104","","Operational","","","CR2826 - Collaboration Centre - Collaboration Centre","Critical Clinical","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","LENOVO THINKCENTRE M90Q GEN6",""
"PC025697","HSS-8090771","7NX4L44","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2826 SDC","2nd Floor","VIHATRP20241028-031","12/31/2028","Operational","09/05/2025","","","Critical Clinical","CRG Perioperative Intervention","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
"PC024179","HSS-8091380","BFFQK44","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2829 - SDC - Med Rm","2","VIHATRP20241125-034","01/31/2029","Operational","07/08/2025","","","General Rounding","Surgical Daycare","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
"WT_63CAGZKG5J2","C003161","GZKG5J2","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2830  SDC Whiteboard","2","","09/30/2022","Operational","09/05/2025","847BEBEDA479 - CRSDCCCM2","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Thin Client","DELL WYSE 5060 THIN CLIENT","Dell Wyse 5060 Thin Client Wireless"
"PC024180","HSS-8090758","1VT2L44","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2830 SDC","2","VIHATRP20241028-018","12/31/2028","Operational","09/05/2025","","","General Rounding","CRG Perioperative Intervention","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
"PC024181","HSS-8085610","9MD4X04","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2830 SDC","2nd Floor","VIHATRP20240415-073","05/31/2028","Operational","09/05/2025","","","General Rounding","Clinical Site Operations","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"WT_63CAGZGF5J2","C003162","GZGF5J2","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2830 SDC Whiteboard","2","","09/30/2022","Operational","09/05/2025","847BEBEDA4B4 - CRSDCCCM","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Thin Client","DELL WYSE 5060 THIN CLIENT","Dell Wyse 5060 Thin Client Wireless"
"PC024182","HSS-8097459","MZ034L7N","VIHA-CRG-Campbell River General Hospital-Main Building-1st Floor","Campbell River","CRG","CR2840","2nd","ISLHTRP20260202-039","03/31/2030","Operational","","","CR2840 - Post Anaesthetic Recover Room (PARR) Area - Collaboration Centre","Critical Clinical","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","LENOVO M90q Gen 5 Desktop 512HD",""
"PC025698","HSS-8090745","9SS4144","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2840 PACU","2nd Floor","VIHATRP20241028-005","12/31/2028","Operational","09/12/2025","","","General Rounding","Campbell River General Hospita","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
"PC025700LEG","HSS-8064841","C2R5XP3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2840 PACU","2","VIHATRP20220711-042","11/30/2026","Operational","09/12/2025","","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"PC025699","HSS-8090762","GLX4L44","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2840 PACU","2nd Floor","VIHATRP20241028-022","12/31/2028","Operational","09/12/2025","","","General Rounding","CRG Perioperative Intervention","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
"PC025700","HSS-8100306","MZ03FQ0Q","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2840 PACU - Recovery","2nd","ISLHTRP20260824-085","","Operational","","","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","LENOVO THINKCENTRE M90Q GEN6",""
"WT_63CAGZ3F5J2","C003163","GZ3F5J2","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2840 PACU WHITEBOARD","2","","09/30/2022","Operational","09/12/2025","847BEBEDA52C - CRPACUCCM1","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Thin Client","DELL WYSE 5060 THIN CLIENT","Dell Wyse 5060 Thin Client Wireless"
"WT_63CAGYVD5J2","C003164","GYVD5J2","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2840 PACU Whiteboard","2","","09/30/2022","Operational","09/12/2025","847BEBEDA562 - CRPACUCCM2","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Thin Client","DELL WYSE 5060 THIN CLIENT","Dell Wyse 5060 Thin Client Wireless"
"PC024183","HSS-8098651","MZ03G4WQ","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2853 - PACU - Med Rm","2nd","ISLHTRP20260518-068","06/30/2030","Operational","","","","General Rounding","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","LENOVO M90q Gen 5 Desktop 512HD",""
"AO800111","HSS-8097289","C25318M261","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR28xx","2","ISLHTRP20260126-078","01/31/2030","Operational","02/04/2026","","","Mobile Cart","PACU Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","All-in-One","TANGENT MEDIX 22B V20",""
"AO800120","HSS-8097283","C25318M157","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR28xx","2","ISLHTRP20260126-072","01/31/2030","Operational","","","","Mobile Cart","Surgical Services","NTT-Deskside Services-CampbellRiver-Staffed","All-in-One","TANGENT MEDIX 22B V20",""
"PC024190","HSS-8099489","MZ03FQ9F","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2901","","ISLHTRP20260706-096","07/31/2030","Operational","","","","General Rounding","Laboratory Accessions","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","LENOVO THINKCENTRE M90Q GEN6",""
"PC024213","HSS-8087502","B5S0724","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2901","2","VIHATRP20240610-064","07/31/2028","Operational","08/10/2026","Moved from CR2933 to CR2901 - RITM1852791 - May 13, 2025","","General Rounding","LAB","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC078469","HSS-1042978","F9VMPR3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2901","2","REQ0982332-RITM1033369-SCTASK1650426","06/30/2027","Operational","08/10/2026","","","General Rounding","Lab","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OPTIPLEX 7000 MICRO V1",""
"PC024185","HSS-8085615","3F94X04","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2901 - Lab","2","VIHATRP20240415-078","05/31/2028","Operational","08/10/2026","","","General Rounding","LAB","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC024187","HSS-8087504","G6Z0724","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2901 - Lab","2","VIHATRP20240610-066","07/31/2028","Operational","08/10/2026","","","General Rounding","LAB","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC024184","HSS-8094715","6RVHZ44","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2901 - Lab","2","ISLHTRP20250804-010","03/31/2029","Operational","08/10/2026","","","General Rounding","LAB","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
"PC024186","HSS-8090763","9LX4L44","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2901 - Lab","2","VIHATRP20241028-023","12/31/2028","Operational","08/10/2026","","","General Rounding","LAB","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
"PC024189","HSS-8085609","9364X04","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2901 - Lab","2","VIHATRP20240415-072","05/31/2028","Operational","08/10/2026","","","General Rounding","LAB","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC024196","HSS-8090749","J646724","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2902 - Lab","2","VIHATRP20241028-009","12/31/2028","Operational","08/10/2026","","","General Rounding","Lab","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7010 V2",""
"PC024014","HSS-8059164","CV05VH3","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2902 Lab CRG724 CRG_CRITICAL","2","VIHATRP20220613-020","12/31/2026","Operational","08/10/2026","Please NOTE that the following software applications are incompatible with the Cerner 724 Downtime application:
-Downtime Patient Index (DTPI)
-Dragon Medical One Extensions (DMO)
-Imprivata OneSign Software/Card Reader (Tap In/Out)
-Inteleviewer (Medical Imaging)

If the software is requested to be installed, the Incident or Request should be assigned to the ""VIHA-Client Experience"" assignment group so the request can be evaluated.","","Critical Clinical","LAB","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OPTIPLEX 7090 MICRO V1",""
"PC024194","HSS-8090765","5MX4L44","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2903","2","VIHATRP20241028-025","12/31/2028","Operational","08/10/2026","","","General Rounding","LAB","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
"PC024199","HSS-8091310","BMX4L44","VIHA-CRG-Campbell River General Hospital-Main Building-1st Floor","Campbell River","Main Building","CR2903 - Lab","2nd Floor","VIHATRP20241118-045","12/31/2028","Operational","","","","General Rounding","North Island Laboratory-CRG","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
"PC024193","HSS-8094716","4RVHZ44","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2905 - Lab","2","ISLHTRP20250804-011","03/31/2029","Operational","08/10/2026","","","General Rounding","LAB","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
"PC024201","HSS-8090767","CLX4L44","VIHA-CRG-Campbell River General Hospital-Main Building-2nd Floor","Campbell River","Main Building","CR2905 - Lab","2","VIHATRP20241028-027","12/31/2028","Operational","08/10/2026","","","General Rounding","LAB","NTT-Deskside Services-CampbellRiver-Staffed","Desktop","Dell OptiPlex Micro Plus 7020 V1",""
