"name","asset_tag","serial_number","location","location.city","u_building","u_room","u_floor","po_number","u_retired_date","u_last_rounded_date","u_device_rounding","u_department_location","location.u_deskside_assignment_group","model_id"
"PC031773","HSS-8061231","3BW2XP3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2856B","2","VIHATRP20220808-235","","06/09/2026","Critical Clinical","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD102032","HSS-1046546","J2MQCW3","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","Victoria","Main Building","2813","2","REQ1297087-RITM1367825-SCTASK2189489","","07/14/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7440 V7"
"PC065844TRP","HSS-8096908","MZ02VW02","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2835","2","ISHTRP20251222-002","","07/10/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO 12TJS02W00"
"PC035527","HSS-8061653","5YX1RN3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","ED admitting","2","VIHATRP20220815-105","","07/14/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC031704","HSS-8061645","GSVQQN3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","Triage Support","2","VIHATRP20220815-101","","07/10/2026","Critical Clinical","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC065849TRP","HSS-8096862","MZ02VW1B","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2835","2","ISLHTRP20251215-082","","07/10/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO 12TJS02W00"
"LD101049","HSS-1044495","5JKZFY3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2813","2","REQ1130950-RITM1190510-SCTASK1915811","","07/14/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","DELL LATITUDE 7440 V2"
"PC034827","HSS-8085284","5NGZC14","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2835 D - Doc box","2","VIHATRP20240408-039","","07/10/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Tower Plus 7010 V3"
"LD030817","HSS-8079566","DJL0FY3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2812","2","VIHATRP20231023-020","","07/09/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","DELL LATITUDE 7440 V2"
"AO000344","HSS-8094375","C24223M055","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","Control room","2","ISLHTRP20250714-030","","06/18/2026","Mobile Cart","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"PC047900","HSS-8079653","JX9VPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2835","2","VIHATRP20231023-107","","06/24/2026","Critical Clinical","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"AO005090","HSS-8074552","C23106M110","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","284B Back hall","2","VIHATRP20230522-010","","06/18/2026","Mobile Cart","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V5"
"AO001557","HSS-8094383","C24223M041","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","Ambulatory Bed 5 adjacent","2","ISLHTRP20250714-038","","06/18/2026","Mobile Cart","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"LD044148","HSS-8080795","D3Q5SV3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2813","2","VIHATRP20231127-047","","07/14/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","DELL LATITUDE 7440 V2"
"AO001728","HSS-8092531","C25123M225","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","Triage Hallway","2","VIHATRP20250310-004","","06/24/2026","Mobile Cart","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V20"
"PC038294","HSS-8071249","70NMPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2864 (Control Room)","2","VIHATRP20230123-109","","07/14/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD106137","HSS-8065194","DTCGLN3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2813","2","REQ1949767-RITM2058554-SCTASK3328266","","07/14/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7420 V3"
"PC067056","HSS-8069330","D5KQQN3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2864","2","VIHATRP20221205-031","","07/10/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC0100129","HSS-8079929","JVG2QR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2906","2","REQ1981400-RITM2092505-SCTASK3402225","","05/22/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC065851","HSS-8096861","MZ02VW1V","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2835","2","ISLHTRP20251215-081","","07/10/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO 12TJS02W00"
"AO005648","HSS-1998326","C24304M051","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2856B / Trauma B","2","DMND0004854- 128 x Carts for RJH CPOE Pr","","06/18/2026","Mobile Cart","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO005574","HSS-1998252","C24304M122","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2856A","2","DMND0004854- 128 x Carts for RJH CPOE Pr","","07/14/2026","Mobile Cart","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"LD035510","HSS-8071795","3QG7NN3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2814B","2","VIHATRP20230206-090","","07/14/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7420 V3"
"PC034829","HSS-8079598","4SG2QR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2857","2","VIHATRP20231023-052","","07/14/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD104313","HSS-1049384","7133WH3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2812","2","REQ1595851-RITM1683875-SCTASK2706028","","07/14/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7450 V4"
"AO005547","HSS-1998225","C24304M049","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2856B","2","DMND0004854- 128 x Carts for RJH CPOE Pr","","07/14/2026","Mobile Cart","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"LD063851","HSS-1043202","267Y4X3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2812","2","REQ1004562-RITM1056769-SCTASK1696994","","07/09/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7430 V1"
"HRNWG13 Dell WYSE 5070 THIN CLIENT","HSS-1018865","HRNWG13","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2864","2","","04/29/2022","07/14/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell WYSE 5070 THIN CLIENT V2"
"PC041498","HSS-8079604","6Z9VPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2864","2","VIHATRP20231023-057","","07/10/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD028672","HSS-8071800","24WHLN3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2812","2","VIHATRP20230206-095","","07/09/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7420 V3"
"PC031692","HSS-8059056","4NK25K3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","Main ED Med Rm","2","VIHATRP20220606-063","","07/14/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7090 MICRO V1"
"PC033412","HSS-8059595","506R5K3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2810","2","VIHATRP20220704-001","","07/09/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7090 MICRO V1"
"AO005124","HSS-8094377","C24223M049","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2856B","2","ISLHTRP20250714-032","","07/14/2026","Mobile Cart","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO005089","HSS-8074555","C23202M078","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","Triage","2","VIHATRP20230522-013","","07/14/2026","Mobile Cart","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX T22B V7"
"PC031691","HSS-8059054","HR05VH3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","Ambulatory","2","VIHATRP20220606-061","","07/10/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7090 MICRO V1"
"DP27H13","HSS-1961965","DP27H13","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2864 (Control Room Whiteboard)","2","SD513310","","05/19/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell WYSE 5070 THIN CLIENT V3"
"PC065843","HSS-8096859","MZ02VW0G","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2835","2","ISLHTRP20251215-079","","07/10/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO 12TJS02W00"
"PC078397","HSS-1042847","DYW0KQ3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2800 (ED Security Office)","2","REQ0962991-RITM1012860-SCTASK1615475","","07/09/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD101350","HSS-8095717","8Q9Q774","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2915","2","ISLHTRP20250915-070","","05/22/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7450 V4"
"PC027148","HSS-8059047","JS05VH3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2864","2","VIHATRP20220606-054","","07/10/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7090 MICRO V1"
"AO000428","HSS-8098908","C25A01M237","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2831 adj","2","ISLHTRP20260525-045","","06/18/2026","Mobile Cart","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V19"
"PC035283","HSS-8061235","B6S2XP3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2884","2","VIHATRP20220808-236","","07/14/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC034607","HSS-8071240","3CDLPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","Ambulatory Desk","2","VIHATRP20230123-100","","07/10/2026","Critical Clinical","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC033168","HSS-8085337","2SH4X04","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2864 (Control Room)","2","VIHATRP20240408-092","","07/10/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"AO005563","HSS-1998241","C24304M062","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2864 (Control Room)","2","DMND0004854- 128 x Carts for RJH CPOE Pr","","06/18/2026","Mobile Cart","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO005561","HSS-1998239","C24304M123","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2856B","2","DMND0004854- 128 x Carts for RJH CPOE Pr","","07/14/2026","Mobile Cart","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"PC045077","HSS-8076875","F89LPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2835","2","VIHATRP20230731-006","","07/10/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD036179","HSS-8071793","9C23NN3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2812","2","VIHATRP20230206-088","","07/09/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell LATITUDE 7420 V3"
"AO005131","HSS-8094380","C24223M050","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","284A Emergency back hall","2","ISLHTRP20250714-035","","06/18/2026","Mobile Cart","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"PC071281","HSS-8087739","C5S0724","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","Main ED - RN 9-12","2","VIHATRP20240617-054","","07/14/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"AO000423","HSS-8097110","C25318M121","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","Triage Hallway","2","ISLHTRP20260112-056","","06/24/2026","Mobile Cart","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V20"
"PC043666","HSS-8082345","1BLKPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2833","2","VIHATRP20240115-079","","07/14/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC067159","HSS-8083408","BT9SG04","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","284A","2","VIHATRP20240212-130","","07/14/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"AO000384","HSS-8093858","C24102M071","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","ED admin hallway","2","ISLHTRP20250616-021","","06/18/2026","Mobile Cart","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"PC039108","HSS-8059044","B86H2G3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2812","2","VIHATRP20220606-051","","07/14/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7090 MICRO V1"
"PC031708","HSS-8059053","JR05VH3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2864","2","VIHATRP20220606-060","","07/10/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7090 MICRO V1"
"PC037057","HSS-8079558","FBD2QR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","Ambulatory Desk","2","VIHATRP20231023-010","","07/10/2026","General Rounding","Emergency","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD021576","HSS-8066066","1Y8M9K3","VIHA-WUPCC-Westshore Urgent Primary Care Centre-Main Building-1st Floor","Victoria","Main building","105","1","VIHATRP20220829-131","","06/13/2025","General Rounding","Emergency Department","NTT-Deskside Services-VictoriaGen-Local","Dell LATITUDE 7420 V3"
"J7SR624","HSS-1997581","J7SR624","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2217","2","DMND0004884","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","DELL OPTIPLEX 3000 THIN CLIENT V3"
"PC078920","HSS-1992439","3BTLPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","unknown","2","DMND0004657-002","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC040748","HSS-8079650","GS6VPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2217","2","VIHATRP20231023-104","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC037582","HSS-8099431","MZ03FQ97","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2224","2","ISLHTRP20260706-038","","07/09/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","LENOVO THINKCENTRE M90Q GEN6"
"PC040750","HSS-8079649","DS6VPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2226","2","VIHATRP20231023-103","","06/09/2026","Critical Clinical","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"TD020426","HSS-8089583","9MDW824","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2105","2","VIHATRP20240909-073","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","DELL LATITUDE 9440 2-in-1 V1"
"G7SR624","HSS-1997616","G7SR624","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2309","2","DMND0004884","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","DELL OPTIPLEX 3000 THIN CLIENT V3"
"PC063880","HSS-8089778","7VS4144","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2200","2","VIHATRP20240916-002","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7020 V1"
"PC047318","HSS-8079601","GR6VPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","unknown","2","VIHATRP20231023-054","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"PC078918","HSS-1992437","7N0MPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","unknown","2","DMND0004657-002","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"AO000415","HSS-8078253","C23719M203","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor","Victoria","Main building","EndoScopy 2","5","VIHATRP20230911-004","","06/15/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-VictoriaGen-Local","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB"
"PC067054","HSS-8069336","1S23XP3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2217","2","VIHATRP20221205-040","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"AO000386","HSS-8094370","C24223M084","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2212","2","ISLHTRP20250714-025","","06/17/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO000963","HSS-8092530","C25122M054","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2214","2","VIHATRP20250310-003","","06/17/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V20"
"AO005268","HSS-8094869","C24223M033","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2214","2","ISLHTRP20250811-019","","06/17/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"PC040751","HSS-8091583","1NJQK44","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2217","2","VIHATRP20241202-012","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7020 V1"
"AO005234","HSS-8094872","C24223M031","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor","Victoria","Main building","Endo area","5","ISLHTRP20250811-021","","07/06/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-VictoriaGen-Local","TANGENT MEDIX 22B V9"
"56SR624","HSS-1997589","56SR624","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2226","2","DMND0004884","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","DELL OPTIPLEX 3000 THIN CLIENT V3"
"AO001589","HSS-8095584","C24223M106","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","station 3","2","ISLHTRP20250901-034","","06/18/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"PC023555","HSS-8097568","MZ034L14","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor","Victoria","Main Building","Endo nursing station","5","ISLHTRP20260209-032","","07/06/2026","Critical Clinical","Endoscopy","NTT-Deskside Services-VictoriaGen-Local","LENOVO M90q Gen 5 Desktop 512HD"
"AO000329","HSS-8074550","C23106M088","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2224","2","VIHATRP20230522-008","","06/17/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V5"
"PC030976","HSS-8061222","55S2XP3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2344","2","VIHATRP20220808-228","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"AO000334","HSS-8074551","C23202M122","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2211","2","VIHATRP20230522-009","","06/17/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Tangent MEDIX 22B V5"
"PC041495","HSS-8071792","FZJMPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2217","2","VIHATRP20230206-087","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"LD100831","HSS-1044160","DQM0FY3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2225","2","REQ1100455-RITM1158241-SCTASK1858255","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","DELL LATITUDE 7440 V2"
"PC048442","HSS-8086374","4SH4X04","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","Victoria","Main Building","331B (Anesthesia Sleep Room))","3","VIHATRP20240506-045","","02/21/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Dell OptiPlex Micro Plus 7010 V2"
"PC078919","HSS-1992438","9JVMPR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2211","2","DMND0004657-002","","06/15/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"AO000381","HSS-8094371","C24223M077","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2224","2","ISLHTRP20250714-026","","06/17/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO000487","HSS-8093429","C23A03M122","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2200","2","VIHATRP20250512-008","","06/17/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"PC042933","HSS-8079651","6TG2QR3","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main building","2217","2","VIHATRP20231023-105","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","Dell OPTIPLEX 7000 MICRO V1"
"AO000560","HSS-8078254","C23719M195","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor","Victoria","Main building","Endoscopy 1","5","VIHATRP20230911-005","","07/06/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-VictoriaGen-Local","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB"
"AO800223","HSS-8096957","C25207M235","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor","Victoria","Main building","Hallway","5","ISLHTRP20251229-028","","06/15/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-VictoriaGen-Local","TANGENT MEDIX 22B V20"
"J8SR624","HSS-1997617","J8SR624","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2300","2","DMND0004884","","06/29/2026","General Rounding","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","DELL OPTIPLEX 3000 THIN CLIENT V3"
"AO005652","HSS-1998330","C24304M093","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2212","2","DMND0004854- 128 x Carts for RJH CPOE Pr","","06/17/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
"AO005688","HSS-1049689","C23A03M106","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","Victoria","Main Building","2214","2","REQ1580837-RITM1667933-SCTASK2691164","","06/17/2026","Mobile Cart","Endoscopy","NTT-Deskside Services-VictoriaGen-Staffed","TANGENT MEDIX 22B V9"
